,Speaker,Text
10271,Penny,Oh. Hey Sheldon.
10272,Leonard,I have to say this is the best Top Ramen you’ve ever made.
10273,Penny,What do you mean vastly wealthy?
10274,Sheldon,Hello.
10275,Raj,You guys don’t have to go to the trouble. I’m back in the money now I can just buy another helicopter.
10277,Leonard,Which is why I got you this Pink Power Ranger. Put it anywhere you like.
10278,Sheldon,Nailed it.
10279,Leonard,Sorry Sheldon it’s just not a good time for playing games.
10280,Leonard,Mm-hmm International Space Station. 250 miles that way.
10281,Sheldon,Yay!
10282,Penny,Sheldon I really don’t want to talk about this with you.
10283,Sheldon,Yes. That’s what a rational person does when his entire life’s work is invalidated by a post-pubescent Asian wunderkind. He ceases his fruitless efforts he donates his body to scientific research and he waits to die.
10284,Leonard,You want to drive?
10285,Leonard,Sure.
10286,Sheldon,No  that’s ridiculous.
10287,Sheldon,It’s pretty convincing huh? And it wasn’t even a real person. And here is the clincher. A lock of Maggie’s flaming auburn hair.
10288,Sheldon,Nope.
10289,Leonard,You’re right I’m sorry. Let’s watch the game.
10290,Leonard,What do you mean?
10291,Leonard,How could you miss that?
10292,Howard,It is. He stopped trying to find Indian girls for me to marry.
10293,Sheldon,Well perhaps you’re obsessively picturing him engaged in drunken coitus with another woman. Is that it? Did I get it right?
10294,Penny,He spent the entire night bragging about how he invented the word appe-teasers.
10295,Sheldon,What? That was ambiguous.
10296,Penny,Look at you talking sports.
10297,Penny,I don’t want to talk about it.
10298,Penny,I don’t know. Be cool. He’s coming. He’s coming. Hi.
10299,Sheldon,I didn’t try I succeeded. For some reason it alarmed the other passengers and I was asked to de-bus.
10300,Leonard,How about those two?
10301,Raj,Well I think the first thing we should get rid of is that tone.
10302,Sheldon,Last night I was strong-armed into an evening of harp music and spooning with an emotional Amy Farrah Fowler. This on a night that I had originally designated for solving the space-time geometry in higher-spin gravity and building my Lego Death Star. And why? Your gal pals Penny and Bernadette went out shopping for some wedding nonsense without Amy an action they took with no thought or regard as to how it would affect me the future of string theory or my Lego fun time.
10303,Howard,Hey.
10304,Raj,No.
10305,Penny,Get out.
10306,Raj,Hey guys bad news. I just did a quick calculation. Given the size of the theatre  and the length of this line we might not get seats.
10307,Raj,Mmmmmm.
10308,Howard,It’s like when you bought that remote-controlled helicopter and it just flew away.
10309,Penny,Yes?
10310,Leonard,Don’t worry about the moon. We we set our laser to stun.
10311,Leonard,Even Batman breaks the rules.
10312,Sheldon,Your apology is accepted.
10313,Howard,Oh yeah? Can you do this? 
10314,Leonard,Hey. I thought you were with your new buddies.
10315,Howard,I did. It was beautiful.
10316,Raj,You really think so?
10317,Sheldon,Mom smokes in the car. Jesus is okay with it but we can’t tell Dad.
10318,Sheldon,I know. The group consensus is that his proposal will be met with an humiliating soul-crushing rejection. Everyone was set a-twitter. Although oddly no one tweeted.
10319,Penny,There’s a can in the fridge.
10320,Sheldon,Well make your jokes but some of the participants who spent four days in the woods away from all technology reported a fifty percent gain in reasoning skills upon their return.
10321,Leonard,That shirt brings out the blue in your eyes.
10322,Sheldon,I did.
10323,Penny,Okay you don’t have to say struggling every time. You can just say actress.
10324,Sheldon,They do some of their best work at night.
10325,Sheldon,This is an interesting topic. How many sexual encounters have you had?
10326,Raj,Dad I’m trying to tell you off and you’re ruining it with your delight and relief.
10327,Penny,Now open your hand and let it go.
10328,Leonard,Perfect.
10329,Leonard,What kind of emergency?
10330,Raj,I’m very comfortable here. Penny dear why don’t you shoot another silver bullet my way?
10331,Penny,Hey can you help me put some of the food out?
10332,Leonard,You call Koothrappali we need to find a place to lay low for the next eighteen to twenty four hours.
10333,Sheldon,So we slept together naked. It was only to keep our core body temperatures from plummeting.
10334,Sheldon,I’ve found an emulator online that lets you play classic text based computer games from the 1980s.
10335,Howard,Oh yeah she’s got puddles in all the right places.
10336,Howard,One ladder left.
10337,Raj,I like the new look.
10338,Leonard,I can hear your voice coming from your bedroom.
10339,Penny,We’re going to Disney World and ride the Matterhorn?
10340,Penny,Thinly veiled contempt.
10341,Raj,For you or with you?
10342,Raj,Have you ever heard of the Kama Sutra?
10343,Raj,Oh okay okay my turn. Are you in the six Star Wars movies?
10344,Sheldon,All right if you must watch then mute it with closed captions please.
10345,Leonard,I thought Amy was gonna drive you home.
10346,Penny,She was right you know. The locus of my identity is totally exterior to me.
10347,Raj,Are you sure? He’s tall pale and awkward. That sounds like your type.
10348,Sheldon,Hmm? Oh I did. It hasn’t stopped. I figured out a solution for our navigation system while I was pre-soaking lentils out of my pants.
10349,Sheldon,Okay first talking to you while you’re on the toilet isn’t exactly a picnic for me either okay? Remember when you can hear me I can hear you. And second you completely disregard how uncomfortable unresolved issues are for me. It’s it’s like a an itch in my brain I can’t scratch.
10350,Sheldon,Well maybe what’s in my pants will change your mind. It’s a list of this year’s panelists. It’s long isn’t it?
10351,Sheldon,Are you able to have sex with men without developing an emotional attachment?
10352,Leonard,Graduate work very impressive.
10353,Raj,I’m calling her. And the threesome didn’t deserve the belly laugh it got.
10354,Sheldon,So for all the times I’ve offended you and all the times that I’ll offend you in the future I’m sorry.
10355,Sheldon,Golly she sounds too good to be true.
10356,Raj,Boy all this standing’s making me tired. Good thing I brought my collapsible stick chair.
10357,Sheldon,Oh she is. She’s terrific and she’s proving to be a valuable roommate.
10358,Raj,Give it up dude you’re arguing with a crazy person.
10359,Leonard,Just say Leonard went to the office.
10360,Sheldon,Yeah. And you never will. Ooh hey oh ask her to do the tissue thing. Do it ask her.
10361,Howard,Plus no one stole their pants.
10362,Penny,Really? Why?
10363,Leonard,It’ll be good to have him back.
10365,Sheldon,Night. If we did continue living together would it be here?
10367,Howard,Anyway uh as I was saying I was at a pretty low place in my life and uh if it wasn’t for friends
10368,Sheldon,Now of course my 9am is your noon so let’s avoid the whole good morning good afternoon minefield and let’s just say hello.
10369,Penny,Vegas here we come.
10370,Howard,Party with the pretty girls dude!
10371,Leonard,Um…
10372,Raj,Sorry it’s not part of my heartwarming and personal narrative in which a humble boy from New Delhi overcame poverty and prejudice and journeyed to America to reach for the stars.
10373,Penny,You don’t know?
10374,Penny,Uh-huh.
10375,Sheldon,I have an eidetic memory. I don’t know what his problem is.
10376,Penny,Obviously I care about Leonard. I’m gonna spend the rest of my life with him.
10377,Penny,Get out.
10378,Penny,Thank you for wearing your heels.
10379,Leonard,I don’t know you pretty much covered it.
10380,Leonard,What? I don’t want to do that.
10381,Raj,What do I have to be happy about? My life’s a wreck.
10382,Sheldon,I know. Do you think I should start watching The Flash TV show?
10383,Sheldon,Yeah well he does know his stuff.
10384,Leonard,Not yet.
10385,Howard,Why yes I love to party. Party is my middle name. Or it would be if it weren’t Ramayan.
10386,Penny,We’re gonna have sex.
10387,Leonard,No of course not. I just feel bad.
10388,Howard,Of course you do. Who could forget being that fat?
10389,Leonard,All right you two don’t start. Penny and I are throwing this second wedding for your benefit. Can you please not ruin it?
10390,Leonard,Okay let’s focus. The girls are gone we have 48 hours. There are no distractions. Let’s change the world.
10391,Leonard,He does. And in the kitchen. And in the car. And in his pocket.
10392,Sheldon,No of course not. They thrive on our suffering.
10393,Howard,I have come to an important decision. I will not be accepting your money any more. I’m a man and I can take care of myself.
10394,Sheldon,Are you sure. There are a lot of advantages to buying in bulk. For example I noticed that you purchase your tampons one month’s supply at a time.
10396,Howard,I should’ve peed before we left.
10397,Sheldon,That’s even worse. Using the sweet candy of science to trick children into loving him. Pervert.
10398,Leonard,Unbelievable. 
10399,Sheldon,I caused that fight I feel terrible. Wait I can do that better. I caused that fight. I feel terrible. Yeah wow I don’t know which one I like more.
10400,Penny,It’s like if you’re dating someone you’re not that into and then they break up with you and then you want them more than ever.
10401,Penny,Oh no no. This isn’t a date no. Right?
10402,Sheldon,Leonard you are my friend. And friends support their friends apparently. So I am withdrawing my objection to your desire to have a relationship with Leslie.
10403,Penny,Okay fine whatever um you guys this is my friend Eric.
10404,Leonard,Hey hey what the hell?
10405,Leonard,Your ex-boyfriend?
10406,Penny,Hey Ames.
10407,Penny,Alright come on come on.
10408,Penny,Yeah ’cause you sound really funny.
10409,Penny,Mmm.
10410,Sheldon,Irrelevant. The disruption in your relationship is making my life intolerable.
10411,Sheldon,Huh.
10412,Sheldon,I suppose I could see myself in a scientific boy band. Of course I’d be the dreamy one and the smart one.
